Season,Week,Team.Name,Team.1.Player,Team.1.Skill,Team.1.Archetype,Gauntlet,,Team.2.Archetype,Team.2.Skill,Team.2.Player,Wins,Losses,,For Matchup Table,Filtering by week
Season 3,Week 1,Bricks and Potatoes,Snyffus,NA,Stall,W,L,Amazoness,NA,ASAP,1,0,,StallAmazoness,
Season 3,Week 1,Bricks and Potatoes,Snyffus,NA,Stall,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Bricks and Potatoes,Snyffus,NA,Masked Heroes,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Bricks and Potatoes,gift,NA,Spellbooks,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Bricks and Potatoes,gift,NA,Masked Heroes,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Bricks and Potatoes,Masarike,NA,Masked Heroes,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Bricks and Potatoes,Masarike,NA,Fur Hire,L,W,Fur Hire,NA,ASAP,0,1,,,
Season 3,Week 1,Shrimp Squad,RSVP,NA,Fur Hire,L,W,Fur Hire,NA,SelectMaple,0,1,,,
Season 3,Week 1,Shrimp Squad,RSVP,NA,Masked Heroes,W,L,Fur Hire,NA,SelectMaple,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Shrimp Squad,RSVP,NA,Masked Heroes,W,L,Amazoness,NA,SelectMaple,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Shrimp Squad,RSVP,NA,Masked Heroes,L,W,Amazoness,NA,ShinySopheon,0,1,,,
Season 3,Week 1,Shrimp Squad,WCA_Prodigy,NA,Amazoness,W,L,Amazoness,NA,ShinySopheon,1,0,,AmazonessAmazoness,
Season 3,Week 1,Shrimp Squad,WCA_Prodigy,NA,Amazoness,L,W,Fur Hire,NA,ShinySopheon,0,1,,,
Season 3,Week 1,Shrimp Squad,WCA_Prodigy,NA,Masked Heroes,L,W,Fur Hire,NA,ShinySopheon,0,1,,,
Season 3,Week 1,Shrimp Squad,EJPanda,NA,Masked Heroes,L,W,Fur Hire,NA,ShinySopheon,0,1,,,
Season 3,Week 1,Shrimp Squad,EJPanda,NA,Fur Hire,L,W,Fur Hire,NA,ShinySopheon,0,1,,,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Amazoness,W,L,Fur Hire,NA,ShinySopheon,1,0,,AmazonessFur Hire,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Amazoness,L,W,Stall,NA,Snyffus,0,1,,,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Stall,NA,Snyffus,1,0,,Fur HireStall,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Masked Heroes,NA,Snyffus,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Spellbooks,NA,gift,1,0,,Fur HireSpellbooks,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Masked Heroes,NA,gift,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Masked Heroes,NA,Masarike,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Shrimp Squad,ASAP,NA,Fur Hire,W,L,Fur Hire,NA,Masarike,1,0,,Fur HireFur Hire,
Season 3,Week 1,CwC,Tomayow,NA,Amazoness,W,L,Masked Heroes,NA,Mohamad Rida,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,CwC,Tomayow,NA,Amazoness,L,W,Fur Hire,NA,Mohamad RIda,0,1,,,
Season 3,Week 1,CwC,Tomayow,NA,Masked Heroes,L,W,Fur Hire,NA,Mohamad Rida,0,1,,,
Season 3,Week 1,CwC,Wayne_Kenoff,NA,Amazoness,W,L,Fur Hire,NA,Mohamad Rida,1,0,,AmazonessFur Hire,
Season 3,Week 1,CwC,Wayne_Kenoff,NA,Amazoness,L,W,Fur Hire,NA,Harambebae,0,1,,,
Season 3,Week 1,CwC,Wayne_Kenoff,NA,Masked Heroes,L,W,Fur Hire,NA,Harambebae,0,1,,,
Season 3,Week 1,CwC,Zeppelin,NA,Masked Heroes,W,L,Fur Hire,NA,Harambebae,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,CwC,Zeppelin,NA,Masked Heroes,W,L,Amazoness,NA,Harambebae,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,CwC,Zeppelin,NA,Masked Heroes,W,L,Amazoness,NA,zaidking,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,CwC,Zeppelin,NA,Masked Heroes,L,W,Fur Hire,NA,zaidking,0,1,,,
Season 3,Week 1,CwC,Zeppelin,NA,Geargia,L,W,Fur Hire,NA,zaidking,0,1,,,
Season 3,Week 1,CwC,Drackmord,NA,Fur Hire,L,W,Fur Hire,NA,zaidking,0,1,,,
Season 3,Week 1,CwC,Drackmord,NA,Amazoness,L,W,Fur Hire,NA,zaidking,0,1,,,
Season 3,Week 1,CwC,TsunTsun,NA,Masked Heroes,L,W,Fur Hire,NA,zaidking,0,1,,,
Season 3,Week 1,CwC,TsunTsun,NA,Fur Hire,W,L,Fur Hire,NA,zaidking,1,0,,Fur HireFur Hire,
Season 3,Week 1,CwC,TsunTsun,NA,Fur Hire,L,W,Masked Heroes,NA,ChokeOnMyDuck,0,1,,,
Season 3,Week 1,The Renegades,Mohamad Rida,NA,Masked Heroes,L,W,Amazoness,NA,Tomayow,0,1,,,
Season 3,Week 1,The Renegades,Mohamad RIda,NA,Fur Hire,W,L,Amazoness,NA,Tomayow,1,0,,Fur HireAmazoness,
Season 3,Week 1,The Renegades,Mohamad Rida,NA,Fur Hire,W,L,Masked Heroes,NA,Tomayow,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,The Renegades,Mohamad Rida,NA,Fur Hire,L,W,Amazoness,NA,Wayne_Kenoff,0,1,,,
Season 3,Week 1,The Renegades,Harambebae,NA,Fur Hire,W,L,Amazoness,NA,Wayne_Kenoff,1,0,,Fur HireAmazoness,
Season 3,Week 1,The Renegades,Harambebae,NA,Fur Hire,W,L,Masked Heroes,NA,Wayne_Kenoff,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,The Renegades,Harambebae,NA,Fur Hire,L,W,Masked Heroes,NA,Zeppelin,0,1,,,
Season 3,Week 1,The Renegades,Harambebae,NA,Amazoness,L,W,Masked Heroes,NA,Zeppelin,0,1,,,
Season 3,Week 1,The Renegades,zaidking,NA,Amazoness,L,W,Masked Heroes,NA,Zeppelin,0,1,,,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,W,L,Masked Heroes,NA,Zeppelin,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,W,L,Geargia,NA,Zeppelin,1,0,,Fur HireGeargia,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,W,L,Fur Hire,NA,Drackmord,1,0,,Fur HireFur Hire,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,W,L,Amazoness,NA,Drackmord,1,0,,Fur HireAmazoness,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,W,L,Masked Heroes,NA,TsunTsun,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,The Renegades,zaidking,NA,Fur Hire,L,W,Fur Hire,NA,TsunTsun,0,1,,,
Season 3,Week 1,The Renegades,ChokeOnMyDuck,NA,Masked Heroes,W,L,Fur Hire,NA,TsunTsun,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Pharaohs,Zadust,NA,Fur Hire,W,L,Fur Hire,NA,Whillipino,1,0,,Fur HireFur Hire,
Season 3,Week 1,Pharaohs,Zadust,NA,Fur Hire,W,L,Fur Hire,NA,Whillipino,1,0,,Fur HireFur Hire,
Season 3,Week 1,Pharaohs,Zadust,NA,Fur Hire,L,W,Amazoness,NA,David B,0,1,,,
Season 3,Week 1,Pharaohs,Zadust,NA,Masked Heroes,L,W,Amazoness,NA,David B,0,1,,,
Season 3,Week 1,Pharaohs,Greedo-sama,NA,Masked Heroes,W,L,Amazoness,NA,David B,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Pharaohs,Greedo-sama,NA,Masked Heroes,L,W,Masked Heroes,NA,David B,0,1,,,
Season 3,Week 1,Pharaohs,Greedo-sama,NA,Amazoness,L,W,Masked Heroes,NA,David B,0,1,,,
Season 3,Week 1,Pharaohs,neg<e3>o do zap,NA,Amazoness,L,W,Masked Heroes,NA,David B,0,1,,,
Season 3,Week 1,Pharaohs,neg<e3>o do zap,NA,Fur Hire,W,L,Masked Heroes,NA,David B,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Pharaohs,neg<e3>o do zap,NA,Fur Hire,W,L,Masked Heroes,NA,bk,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Pharaohs,neg<e3>o do zap,NA,Fur Hire,L,W,Fur Hire,NA,bk,0,1,,,
Season 3,Week 1,Pharaohs,Sasuke,NA,Masked Heroes,W,L,Fur Hire,NA,bk,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Pharaohs,Sasuke,NA,Masked Heroes,L,W,Amazoness,NA,Negative1,0,1,,,
Season 3,Week 1,Pharaohs,Sasuke,NA,Fur Hire,W,L,Amazoness,NA,Negative1,1,0,,Fur HireAmazoness,
Season 3,Week 1,Pharaohs,Sasuke,NA,Fur Hire,W,L,Fur Hire,NA,Negative1,1,0,,Fur HireFur Hire,
Season 3,Week 1,Pharaohs,Sasuke,NA,Fur Hire,L,W,Masked Heroes,NA,LuisGuada,0,1,,,
Season 3,Week 1,Pharaohs,Beastymario,NA,Fur Hire,W,L,Masked Heroes,NA,LuisGuada,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Pharaohs,Beastymario,NA,Fur Hire,W,L,Fur Hire,NA,LuisGuada,1,0,,Fur HireFur Hire,
Season 3,Week 1,Murder Inc,Whillipino,NA,Fur Hire,L,W,Fur Hire,NA,Zadust,0,1,,,
Season 3,Week 1,Murder Inc,Whillipino,NA,Fur Hire,L,W,Fur Hire,NA,Zadust,0,1,,,
Season 3,Week 1,Murder Inc,David B,NA,Amazoness,W,L,Fur Hire,NA,Zadust,1,0,,AmazonessFur Hire,
Season 3,Week 1,Murder Inc,David B,NA,Amazoness,W,L,Masked Heroes,NA,Zadust,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,Murder Inc,David B,NA,Amazoness,L,W,Masked Heroes,NA,Greedo-sama,0,1,,,
Season 3,Week 1,Murder Inc,David B,NA,Masked Heroes,W,L,Masked Heroes,NA,Greedo-sama,1,0,,Masked HeroesMasked Heroes,
Season 3,Week 1,Murder Inc,David B,NA,Masked Heroes,W,L,Amazoness,NA,Greedo-sama,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Murder Inc,David B,NA,Masked Heroes,W,L,Amazoness,NA,neg<e3>o do zap,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Murder Inc,David B,NA,Masked Heroes,L,W,Fur Hire,NA,neg<e3>o do zap,0,1,,,
Season 3,Week 1,Murder Inc,bk,NA,Masked Heroes,L,W,Fur Hire,NA,neg<e3>o do zap,0,1,,,
Season 3,Week 1,Murder Inc,bk,NA,Fur Hire,W,L,Fur Hire,NA,neg<e3>o do zap,1,0,,Fur HireFur Hire,
Season 3,Week 1,Murder Inc,bk,NA,Fur Hire,L,W,Masked Heroes,NA,Sasuke,0,1,,,
Season 3,Week 1,Murder Inc,Negative1,NA,Amazoness,W,L,Masked Heroes,NA,Sasuke,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,Murder Inc,Negative1,NA,Amazoness,L,W,Fur Hire,NA,Sasuke,0,1,,,
Season 3,Week 1,Murder Inc,Negative1,NA,Fur Hire,L,W,Fur Hire,NA,Sasuke,0,1,,,
Season 3,Week 1,Murder Inc,LuisGuada,NA,Masked Heroes,W,L,Fur Hire,NA,Sasuke,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Murder Inc,LuisGuada,NA,Masked Heroes,L,W,Fur Hire,NA,Beastymario,0,1,,,
Season 3,Week 1,Murder Inc,LuisGuada,NA,Fur Hire,L,W,Fur Hire,NA,Beastymario,0,1,,,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Masked Heroes,W,L,Amazoness,NA,Calliste Belowski,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Masked Heroes,W,L,Fur Hire,NA,Calliste Belowski,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Masked Heroes,W,L,Amazoness,NA,FallenAngel,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Masked Heroes,W,L,Masked Heroes,NA,FallenAngel,1,0,,Masked HeroesMasked Heroes,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Masked Heroes,L,W,Fur Hire,NA,Flo<U+2606>GLF<U+2606>Lions,0,1,,,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Amazoness,W,L,Fur Hire,NA,Flo<U+2606>GLF<U+2606>Lions,1,0,,AmazonessFur Hire,
Season 3,Week 1,Rayzen,zMeltorefas,NA,Amazoness,L,W,SM Spellbooks,NA,Flo<U+2606>GLF<U+2606>Lions,0,1,,,
Season 3,Week 1,Rayzen,zSena Rayzen,NA,Masked Heroes,L,W,SM Spellbooks,NA,Flo<U+2606>GLF<U+2606>Lions,0,1,,,
Season 3,Week 1,Rayzen,zSena Rayzen,NA,Fur Hire,L,W,SM Spellbooks,NA,Flo<U+2606>GLF<U+2606>Lions,0,1,,,
Season 3,Week 1,Rayzen,zIVORY,NA,Amazoness,W,L,SM Spellbooks,NA,Flo<U+2606>GLF<U+2606>Lions,1,0,,AmazonessSM Spellbooks,
Season 3,Week 1,Rayzen,zIVORY,NA,Amazoness,L,W,Masked Heroes,NA,Yubel,0,1,,,
Season 3,Week 1,Rayzen,zIVORY,NA,Fur Hire,W,L,Masked Heroes,NA,Yubel,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Rayzen,zIVORY,NA,Fur Hire,W,L,Amazoness,NA,Yubel,1,0,,Fur HireAmazoness,
Season 3,Week 1,Rayzen,zIVORY,NA,Fur Hire,W,L,Six Sams,NA,ExodWizeman,1,0,,Fur HireSix Sams,
Season 3,Week 1,Rayzen,zIVORY,NA,Fur Hire,L,W,Fur Hire,NA,ExodWizeman,0,1,,,
Season 3,Week 1,Rayzen,zCagliostro,NA,SM Spellbooks,W,L,Fur Hire,NA,ExodWizeman,1,0,,SM SpellbooksFur Hire,
Season 3,Week 1,GLF Lions,Calliste Belowski,NA,Amazoness,L,W,Masked Heroes,NA,zMeltorefas,0,1,,,
Season 3,Week 1,GLF Lions,Calliste Belowski,NA,Fur Hire,L,W,Masked Heroes,NA,zMeltorefas,0,1,,,
Season 3,Week 1,GLF Lions,FallenAngel,NA,Amazoness,L,W,Masked Heroes,NA,zMeltorefas,0,1,,,
Season 3,Week 1,GLF Lions,FallenAngel,NA,Masked Heroes,L,W,Masked Heroes,NA,zMeltorefas,0,1,,,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,Fur Hire,W,L,Masked Heroes,NA,zMeltorefas,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,Fur Hire,L,W,Amazoness,NA,zMeltorefas,0,1,,,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,SM Spellbooks,W,L,Amazoness,NA,zMeltorefas,1,0,,SM SpellbooksAmazoness,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,SM Spellbooks,W,L,Masked Heroes,NA,zSena Rayzen,1,0,,SM SpellbooksMasked Heroes,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,SM Spellbooks,W,L,Fur Hire,NA,zSena Rayzen,1,0,,SM SpellbooksFur Hire,
Season 3,Week 1,GLF Lions,Flo<U+2606>GLF<U+2606>Lions,NA,SM Spellbooks,L,W,Amazoness,NA,zIVORY,0,1,,,
Season 3,Week 1,GLF Lions,Yubel,NA,Masked Heroes,W,L,Amazoness,NA,zIVORY,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,GLF Lions,Yubel,NA,Masked Heroes,L,W,Fur Hire,NA,zIVORY,0,1,,,
Season 3,Week 1,GLF Lions,Yubel,NA,Amazoness,L,W,Fur Hire,NA,zIVORY,0,1,,,
Season 3,Week 1,GLF Lions,ExodWizeman,NA,Six Sams,L,W,Fur Hire,NA,zIVORY,0,1,,,
Season 3,Week 1,GLF Lions,ExodWizeman,NA,Fur Hire,W,L,Fur Hire,NA,zIVORY,1,0,,Fur HireFur Hire,
Season 3,Week 1,GLF Lions,ExodWizeman,NA,Fur Hire,L,W,SM Spellbooks,NA,zCagliostro,0,1,,,
Season 3,Week 1,Forbidden Memories,pds,NA,Fur Hire,W,L,Masked Heroes,NA,Bobby,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Forbidden Memories,pds,NA,Fur Hire,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,pds,NA,Fur Hire,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,vino,NA,Fur Hire,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,vino,NA,Amazoness,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,Eduu16,NA,Masked Heroes,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,Eduu16,NA,Amazoness,L,W,Fur Hire,NA,Bobby,0,1,,,
Season 3,Week 1,Forbidden Memories,Mathews,NA,Masked Heroes,W,L,Fur Hire,NA,Bobby,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Forbidden Memories,Mathews,NA,Masked Heroes,L,W,Amazoness,NA,vlo,0,1,,,
Season 3,Week 1,Forbidden Memories,Mathews,NA,Fur Hire,L,W,Amazoness,NA,vlo,0,1,,,
Season 3,Week 1,Forbidden Memories,Jano,NA,Fur Hire,L,W,Amazoness,NA,vlo,0,1,,,
Season 3,Week 1,Forbidden Memories,Jano,NA,Masked Heroes,W,L,Amazoness,NA,vlo,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Forbidden Memories,Jano,NA,Masked Heroes,L,W,Fur Hire,NA,vlo,0,1,,,
Season 3,Week 1,Animal Plays,Bobby,NA,Masked Heroes,L,W,Fur Hire,NA,pds,0,1,,,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Fur Hire,NA,pds,1,0,,Fur HireFur Hire,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Fur Hire,NA,pds,1,0,,Fur HireFur Hire,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Fur Hire,NA,vino,1,0,,Fur HireFur Hire,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Amazoness,NA,vino,1,0,,Fur HireAmazoness,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Masked Heroes,NA,Eduu16,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,W,L,Amazoness,NA,Eduu16,1,0,,Fur HireAmazoness,
Season 3,Week 1,Animal Plays,Bobby,NA,Fur Hire,L,W,Masked Heroes,NA,Mathews,0,1,,,
Season 3,Week 1,Animal Plays,vlo,NA,Amazoness,W,L,Masked Heroes,NA,Mathews,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,Animal Plays,vlo,NA,Amazoness,W,L,Fur Hire,NA,Mathews,1,0,,AmazonessFur Hire,
Season 3,Week 1,Animal Plays,vlo,NA,Amazoness,W,L,Fur Hire,NA,Jano,1,0,,AmazonessFur Hire,
Season 3,Week 1,Animal Plays,vlo,NA,Amazoness,L,W,Masked Heroes,NA,Jano,0,1,,,
Season 3,Week 1,Animal Plays,vlo,NA,Fur Hire,W,L,Masked Heroes,NA,Jano,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,Kuribandits,zPlusG,NA,Masked Heroes,W,L,Amazoness,NA,VeraLynn,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Kuribandits,zPlusG,NA,Masked Heroes,W,L,Fur Hire,NA,VeraLynn,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Kuribandits,zPlusG,NA,Masked Heroes,L,W,Amazoness,NA,Fenom_ar,0,1,,,
Season 3,Week 1,Kuribandits,zPlusG,NA,Amazoness,L,W,Amazoness,NA,Fenom_ar,0,1,,,
Season 3,Week 1,Kuribandits,x6TENSE,NA,Fur Hire,W,L,Amazoness,NA,Fenom_ar,1,0,,Fur HireAmazoness,
Season 3,Week 1,Kuribandits,x6TENSE,NA,Fur Hire,L,W,Fur Hire,NA,Fenom_ar,0,1,,,
Season 3,Week 1,Kuribandits,x6TENSE,NA,Masked Heroes,L,W,Fur Hire,NA,Fenom_ar,0,1,,,
Season 3,Week 1,Kuribandits,HhahtSoss,NA,Fur Hire,L,W,Fur Hire,NA,Fenom_ar,0,1,,,
Season 3,Week 1,Kuribandits,HhahtSoss,NA,Masked Heroes,W,L,Fur Hire,NA,Fenom_ar,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Kuribandits,HhahtSoss,NA,Masked Heroes,W,L,Fur Hire,NA,Mr. Cellophane,1,0,,Masked HeroesFur Hire,
Season 3,Week 1,Kuribandits,HhahtSoss,NA,Masked Heroes,L,W,Masked Heroes,NA,Mr. Cellophane,0,1,,,
Season 3,Week 1,Kuribandits,DarkFake,NA,Amazoness,L,W,Masked Heroes,NA,Mr. Cellophane,0,1,,,
Season 3,Week 1,Kuribandits,DarkFake,NA,Amazoness,W,L,Masked Heroes,NA,Mr. Cellophane,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,Kuribandits,DarkFake,NA,Amazoness,L,W,Stall,NA,Youngslorp,0,1,,,
Season 3,Week 1,Kuribandits,Silent Power,NA,Fur Hire,W,L,Stall,NA,Youngslorp,1,0,,Fur HireStall,
Season 3,Week 1,Kuribandits,Silent Power,NA,Fur Hire,L,W,Amazoness,NA,Youngslorp,0,1,,,
Season 3,Week 1,Kuribandits,Silent Power,NA,Amazoness,W,L,Amazoness,NA,Youngslorp,1,0,,AmazonessAmazoness,
Season 3,Week 1,Kuribandits,Silent Power,NA,Amazoness,W,L,Amazoness,NA,Woooladdd,1,0,,AmazonessAmazoness,
Season 3,Week 1,Kuribandits,Silent Power,NA,Amazoness,L,W,Masked Heroes,NA,Woooladdd,0,1,,,
Season 3,Week 1,X-Hunters,VeraLynn,NA,Amazoness,L,W,Masked Heroes,NA,zPlusG,0,1,,,
Season 3,Week 1,X-Hunters,VeraLynn,NA,Fur Hire,L,W,Masked Heroes,NA,zPlusG,0,1,,,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Amazoness,W,L,Masked Heroes,NA,zPlusG,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Amazoness,W,L,Amazoness,NA,zPlusG,1,0,,AmazonessAmazoness,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Amazoness,L,W,Fur Hire,NA,x6TENSE,0,1,,,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Fur Hire,W,L,Fur Hire,NA,x6TENSE,1,0,,Fur HireFur Hire,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Fur Hire,W,L,Masked Heroes,NA,x6TENSE,1,0,,Fur HireMasked Heroes,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Fur Hire,W,L,Fur Hire,NA,HhahtSoss,1,0,,Fur HireFur Hire,
Season 3,Week 1,X-Hunters,Fenom_ar,NA,Fur Hire,L,W,Masked Heroes,NA,HhahtSoss,0,1,,,
Season 3,Week 1,X-Hunters,Mr. Cellophane,NA,Fur Hire,L,W,Masked Heroes,NA,HhahtSoss,0,1,,,
Season 3,Week 1,X-Hunters,Mr. Cellophane,NA,Masked Heroes,W,L,Masked Heroes,NA,HhahtSoss,1,0,,Masked HeroesMasked Heroes,
Season 3,Week 1,X-Hunters,Mr. Cellophane,NA,Masked Heroes,W,L,Amazoness,NA,DarkFake,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,X-Hunters,Mr. Cellophane,NA,Masked Heroes,L,W,Amazoness,NA,DarkFake,0,1,,,
Season 3,Week 1,X-Hunters,Youngslorp,NA,Stall,W,L,Amazoness,NA,DarkFake,1,0,,StallAmazoness,
Season 3,Week 1,X-Hunters,Youngslorp,NA,Stall,L,W,Fur Hire,NA,Silent Power,0,1,,,
Season 3,Week 1,X-Hunters,Youngslorp,NA,Amazoness,W,L,Fur Hire,NA,Silent Power,1,0,,AmazonessFur Hire,
Season 3,Week 1,X-Hunters,Youngslorp,NA,Amazoness,L,W,Amazoness,NA,Silent Power,0,1,,,
Season 3,Week 1,X-Hunters,Woooladdd,NA,Amazoness,L,W,Amazoness,NA,Silent Power,0,1,,,
Season 3,Week 1,X-Hunters,Woooladdd,NA,Masked Heroes,W,L,Amazoness,NA,Silent Power,1,0,,Masked HeroesAmazoness,
Season 3,Week 1,Zodiac,Emiya,NA,Fur Hire,L,W,Fur Hire,NA,^v^Bird^v^,0,1,,,
Season 3,Week 1,Zodiac,Emiya,NA,Amazoness,W,L,Fur Hire,NA,^v^Bird^v^,1,0,,AmazonessFur Hire,
Season 3,Week 1,Zodiac,Emiya,NA,Amazoness,W,L,Amazoness,NA,^v^Bird^v^,1,0,,AmazonessAmazoness,
Season 3,Week 1,Zodiac,Emiya,NA,Amazoness,L,W,Fur Hire,NA,<U+2605>Gypsy<U+2605>,0,1,,,
Season 3,Week 1,Zodiac,Field Parts,NA,Spellbooks,W,L,Fur Hire,NA,<U+2605>Gypsy<U+2605>,1,0,,SpellbooksFur Hire,
Season 3,Week 1,Zodiac,Field Parts,NA,Spellbooks,L,W,Masked Heroes,NA,<U+2605>Gypsy<U+2605>,0,1,,,
Season 3,Week 1,Zodiac,Field Parts,NA,Fur Hire,L,W,Masked Heroes,NA,<U+2605>Gypsy<U+2605>,0,1,,,
Season 3,Week 1,Zodiac,Sun,NA,Amazoness,W,L,Masked Heroes,NA,<U+2605>Gypsy<U+2605>,1,0,,AmazonessMasked Heroes,
Season 3,Week 1,Zodiac,Sun,NA,Amazoness,L,W,Stall,NA,E-N-D,0,1,,,
Season 3,Week 1,Zodiac,Sun,NA,Fur Hire,W,L,Stall,NA,E-N-D,1,0,,Fur HireStall,
Season 3,Week 1,Zodiac,Sun,NA,Fur Hire,W,L,Spellbooks,NA,E-N-D,1,0,,Fur HireSpellbooks,
Season 3,Week 1,Zodiac,Sun,NA,Fur Hire,W,L,Aliens,NA,<U+272F>Darth<U+0001F438>Pepe<U+272F>,1,0,,Fur HireAliens,
Season 3,Week 1,Zodiac,Sun,NA,Fur Hire,W,L,Amazoness,NA,<U+272F>Darth<U+0001F438>Pepe<U+272F>,1,0,,Fur HireAmazoness,
Season 3,Week 1,Zodiac,Sun,NA,Fur Hire,L,W,Fur Hire,NA,<U+272F>StarRekt<U+272F>,0,1,,,
Season 3,Week 1,Zodiac,Copa,NA,Amazoness,W,L,Fur Hire,NA,<U+272F>StarRekt<U+272F>,1,0,,AmazonessFur Hire,
Season 3,Week 1,Zodiac,Copa,NA,Amazoness,W,L,Amazoness,NA,<U+272F>StarRekt<U+272F>,1,0,,AmazonessAmazoness,
Season 3,Week 1,Nova Gang,^v^Bird^v^,NA,Fur Hire,W,L,Fur Hire,NA,Emiya,1,0,,Fur HireFur Hire,
